title,price,description,Año de fabricación,Kilometraje,Transmisión,Combustible,Cilindrada,Placa,Categoría,Marca,Modelo,Número de puertas,Tracción,Color,Número cilindros,link
Subaru Forester 2020,28700.0,"Camioneta en excelente estado, todos los mantenimientos al día en concesionario autorizado Subaru, uso particular. Vidrios y espejos eléctricos, A/C, láminas de seguridad de 12 micras, faros LED originales, parrilla original, protector de parachoques...Ver más",2020,24300.0,Automática,Gasolina,2000.0,Impar,Camionetas Suv,Subaru,FORESTER,5,AWD,Rojo Cereza,4,https://neoauto.com/auto/usado/subaru-forester-2020-1693552
Toyota Rav4 2011,12200.0,"CAMIONETA EN BUEN ESTADO, VENTA POR MOTIVO DE RENOVACIÓN. PRECIO NEGOCIABLE",2011,205000.0,Automática,Gas GLP,2400.0,Impar,Camionetas Suv,Toyota,RAV4,5,4x4,Negro,,https://neoauto.com/auto/usado/toyota-rav4-2011-1693549
Bmw X6 50i 2017,66000.0,"Vendo BMW X6 50i, funcionamiento ok, cámara 360, mantenimientos al día, se encuentra ubicado en Barranco",2017,40000.0,Automática - Secuencial,Gasolina,4000.0,Impar,Camionetas Suv,Bmw,X6 50i,4,4x4,Gris Oscuro,8,https://neoauto.com/auto/usado/bmw-x6-50i-2017-1693548
Kia Carens 2008,11800.0,"Auto en buen estado, único dueño, lunas y pestillos eléctricos, motor importado cambiado en marzo del 2022. Para más información coordinar citas al WhatsApp. Precio ligeramente negociable en persona. Listo para transferir sin deudas ni multas.",2008,10550.0,Mecánica,Diesel,2188.0,Par,Vans,Kia,CARENS,4,4x2,Negro,4,https://neoauto.com/auto/usado/kia-carens-2008-1693612
Nissan Sentra 1992,3780.0,"auto en excelente estado con 80000km , todos los documentos en regla ",1992,80000.0,Mecánica,Dual,4.0,Par,Sedan,Nissan,SENTRA,4,,Beige,,https://neoauto.com/auto/usado/nissan-sentra-1992-1693603
Mercedes Benz E-280 2008,14000.0,"Vendo Mercedes Benz e280 w211 asientos de cuero interior intacto con enchape de madera, parktronic (sensores de parqueo) aire acondicionado bi zona, uso gerencial , sin niños realmente impecable ",2008,78000.0,Automática - Secuencial,Gasolina,3000.0,Par,Sedan,Mercedes Benz,E-280,5,,,,https://neoauto.com/auto/usado/mercedes-benz-e-280-2008-1693594
,,,,,,,,,,,,,,,,https://neoauto.com/auto/usado/kia-cerato-2018-1693532
Toyota Prius 2019,21000.0,"Vendo auto Toyota Prius año 2019, motor 1.8 gasolina hybrido, asientos de cuero , versión Full",2019,43500.0,Automática - Secuencial,Gasolina-Híbrido,1800.0,Impar,Sedan,Toyota,PRIUS,5,Delantera,Plata,4,https://neoauto.com/auto/usado/toyota-prius-2019-1693530
Nissan Np300 Frontier 2017,22000.0,"Vendo camioneta NISSAN NP300 Frontier 4x2 2.5 DC 2017 en excelente estado de uso personal, camioneta gasolinera que cuenta con sistema de GLP para una mayor economía de uso.",2017,134800.0,Mecánica,Dual,2488.0,Par,Pick Up,Nissan,NP300 FRONTIER,4,4x2,Gris Metálico,4,https://neoauto.com/auto/usado/nissan-np300-frontier-2017-1693528
Toyota Fortuner 2010,25500.0,Toyota fortuner 2009 turbo diésel en excelente estado 4x4 automática ,2010,142000.0,Automática - Secuencial,Diesel,,Par,Camionetas Suv,Toyota,FORTUNER,,4x4,,,https://neoauto.com/auto/usado/toyota-fortuner-2010-1693520
Audi Q3 2021,37500.0,"✅ Audi Q3 Attraction 2021
✅ Motor 1.4T, 150 HP
✅ 8,000km
✅ Transmisión automático secuencial, Caja S-Tronic
✅ Encendido con botón
✅ Volante regulable con mandos multi función
✅ Delimitador de velocidad
✅ Asientos de cuero regulables
✅ Acabado...Ver más",2021,8000.0,Automática - Secuencial,Gasolina,1400.0,Par,Camionetas Suv,Audi,Q3,5,4x2,Negro Perlado,,https://neoauto.com/auto/usado/audi-q3-2021-1693519
Ram V700 2019,12000.0,"*Por favor, llamar al nueve nueve dos uno tres ocho tres ocho seis.*
RAM V-[****] full equipo impecable, sin choques y todo es original.
Características del furgón:
•	Motor FIRE 1400 cc de 4 cilindros
•	Potencia de 84 HP @ 5500 rpm
•	Torque de 1...Ver más",2019,53000.0,Mecánica,Gasolina,1400.0,Impar,Vans,Ram,V700,2,4x2,Blanco,4,https://neoauto.com/auto/usado/ram-v700-2019-1693518
Mitsubishi Montero 2008,17000.0,"Camioneta en muy buen estado, full asientos de cuero (7), lunas y espejos eléctricos, pantalla multimedia táctil con Android, Bluetooth, aire condicionado, lunas semi polarizadas, cámara de retroceso. Todos los documentos en regla. ",2008,169180.0,Mecánica,Diesel,2835.0,Par,Camionetas Suv,Mitsubishi,MONTERO,5,4x4,Plata,4,https://neoauto.com/auto/usado/mitsubishi-montero-2008-1693516
Nissan Tiida 2010,8500.0,"Auto en excelente estado, único dueño y de uso particular, lunas y pestillos eléctricos, poco recorrido de kilometraje, aros de aleación, precio a tratar",2010,92000.0,Mecánica,Gasolina,1600.0,Par,Hatchback,Nissan,TIIDA,,Delantera,Beige,4,https://neoauto.com/auto/usado/nissan-tiida-2010-1693505
Volkswagen Voyage 2014,7000.0," Auto en buen estado de conservación, semi full, se vende por viaje al extranjero.",2014,,Mecánica,Gasolina,,Par,Sedan,Volkswagen,VOYAGE,,,,,https://neoauto.com/auto/usado/volkswagen-voyage-2014-1693500
Datsun 720 1983,10000.0,"Listo para transferencia.
Vehículo operativo.
Funciona en gasolina y GLP. Número [****]6/. Precio 1/0/0/0/0 soles",1983,100000.0,Mecánica,Gas GLP,1600.0,Par,Pick Up,Datsun,720,4,,Rojo,4,https://neoauto.com/auto/usado/datsun-720-1983-1693499
Great Wall Haval H6 2014,7500.0,"Ocasión !!Camioneta en excelente estado único dueño full, color negro motor 1.5 con turbo asientos de cuero original… Lea bien esto NO HAY REBAJA…Gracias ",2014,90000.0,Mecánica,Gasolina,15.0,Par,Camionetas Suv,Great Wall,HAVAL H6,5,Delantera,Negro,,https://neoauto.com/auto/usado/great-wall-haval-h6-2014-1693497
Nissan Qashqai 2011,11800.0,"Único dueño
Poco recorrido
Todo original
Negociable
Se enseña en Miraflores ",2011,80000.0,Mecánica,Gasolina,2000.0,Impar,Camionetas Suv,Nissan,QASHQAI,4,4x2,Negro,4,https://neoauto.com/auto/usado/nissan-qashqai-2011-1693495
Changan Cs55 2022,16500.0,Suv como nueva sistema antiderrape star stop encendido con boton modo sport sistema de pendientes freno electrico de mano camara y sensores de retroceso sanroff full deluxe papeles al dia,2022,10000.0,Automática,Dual,1500.0,Par,Camionetas Suv,Changan,CS55,4,4x2,Rojo,4,https://neoauto.com/auto/usado/changan-cs55-2022-1693494
Nissan Navara 2012,16500.0,"Camioneta Pick Up Nissan turbo diesel, aire acondicionado, radio AM/ FM CD, AUX, 4 parlantes, 110,000 kms, 5 velocidades manual, perfecto estado.",2012,110000.0,Mecánica,Diesel,,Impar,Pick Up,Nissan,NAVARA,,,Blanco,,https://neoauto.com/auto/usado/nissan-navara-2012-1693493
Mazda 3 2015,13000.0,"Mazda 03, full equipo, aros y llantas deportivas, uso particular [****]",2015,80000.0,Mecánica,Gasolina,1600.0,Impar,Sedan,Mazda,3,4,Delantera,Negro,4,https://neoauto.com/auto/usado/mazda-3-2015-1693491
Chery Tiggo 5 2016,11500.0,"Chery Tiggo 5 Full, 4x2, Camioneta SUV, Fab 2016, Motor 2.0cc, Caja automática, secuencial, Sunroof, Controles de Audio en el Timón, Pantalla Touch USB, Bluetooth, Airbag, Aire Acondicionado, Lunas Eléctricas , Cierre Centralizado, Cámara de Retro, P...Ver más",2016,88000.0,Automática - Secuencial,Gasolina,2000.0,Impar,Camionetas Suv,Chery,TIGGO 5,5,4x2,Marrón,4,https://neoauto.com/auto/usado/chery-tiggo-5-2016-1693490
Subaru Impreza Sport 2015,12500.0,"Auto en excelente estado, full equipo, 4x4, lunas y pestillos eléctricos, mantenimientos al día, revisión técnica, amplia maletera, asientos en perfecto estado, mandos en el volante, aire acondicionado congelando, Bluetooth para voz, control remoto c...Ver más",2015,73000.0,Mecánica,Gasolina,2000.0,Par,Hatchback,Subaru,IMPREZA SPORT,5,4x4,Negro,4,https://neoauto.com/auto/usado/subaru-impreza-sport-2015-1693488
Kia Soluto 2022,12500.0,"Auto en excelente estado, único dueño, full equipo, lunas y pestillos eléctricos, permiso de lunas polarizadas indeterminado, poco recorrido de kilometraje, todos los mantenimientos en el concesionario de la marca (entrega de cartilla de los mantenim...Ver más",2022,14500.0,Mecánica,Dual,1368.0,Par,Sedan,Kia,SOLUTO,4,4x2,Azul acero,4,https://neoauto.com/auto/usado/kia-soluto-2022-1693487
Mazda 3 Sedán 2019,16200.0,,2019,77000.0,Automática - Secuencial,Gasolina,2000.0,Impar,Sedan,Mazda,3 SEDÁN,4,4x2,Gris platino,4,https://neoauto.com/auto/usado/mazda-3-sedan-2019-1693558
Honda Civic 2011,10300.0,"Vendo auto Honda Civic LX, asientos de cuero, motor - 1.8, transmisión automática, Gasolinero, láminas de seguridad, sin choques uso de mi esposa, climatizador calefacción aire acondicionado, AIRBAGS intactos, Frenos ABS, espejos y lunas eléctricas, Ver más",2011,147000.0,Automática,Gasolina,1800.0,Impar,Sedan,Honda,CIVIC,4,4x2,Gris Metálico,4,https://neoauto.com/auto/usado/honda-civic-2011-1693485
Renault Stepway 2015,8000.0,"Camioneta en excelente estado, poco kilometraje, lunas y pestillos eléctricos, transmisión mecánica full equipo, en venta por falta de espacio. PRECIO NEGOCIABLE.",2015,60424.0,Mecánica,Gasolina,1600.0,Impar,Camionetas Suv,Renault,STEPWAY,5,Delantera,,,https://neoauto.com/auto/usado/renault-stepway-2015-1693555
Kia Sportage 2018,18750.0,"Excelente oportunidad, Kia Sportage 2018 mecánica full equipo, pantalla Android, 62mil Kilometraje, excelente estado de conservación. le puse GNV en Agosto 2020, super ecónomica, precio USD18,750 Interesado llamar [****]",2018,62000.0,Mecánica,Dual,2000.0,Impar,Camionetas Suv,Kia,SPORTAGE,5,4x2,Gris Metálico,4,https://neoauto.com/auto/usado/kia-sportage-2018-1693482
Nissan Altima 2012,10500.0,"Auto en excelente estado, lunas y pestilloselectricos,en muy buen estado, se vende por viaje ",2012,106000.0,Automática - Secuencial,Gasolina,,Par,Sedan,Nissan,ALTIMA,5,4x2,Gris platino,4,https://neoauto.com/auto/usado/nissan-altima-2012-1693481
Hyundai Tucson 2008,9950.0,"Camioneta Hyundai, modelo Tucson, año 2008, mecanica, gasolina, 4x2, lunas, pestillos y espejos eléctricos, cierre centralizado, perfectas condiciones, mantenimientos al día, documentos en orden [****]",2008,161000.0,Mecánica,Gasolina,2000.0,Par,Camionetas Suv,Hyundai,TUCSON,5,4x2,Plata,4,https://neoauto.com/auto/usado/hyundai-tucson-2008-1693479
Hyundai Accent Hb 2014,11900.0,"En muy buen estado de uso familiar, cuenta con radio táctil, cámara de retroceso, pestillos eléctricos, combustible dual (gas gnv-gasolina), todos los accesorios completos, 52000km, modelo 2014. Excelentes condiciones se puede ver en San Borja, cerca...Ver más",2014,52000.0,Automática - Secuencial,Dual,,Impar,Hatchback,Hyundai,ACCENT HB,4,,,,https://neoauto.com/auto/usado/hyundai-accent-hb-2014-1693474
Volkswagen Amarok 2013,22000.0,"Auto en excelente estado, único dueño, todo los mantenimientos en concesionario, poco recorrido en kilometraje cuenta con: • Caja manual de 6 velocidades + retroceso. • Lunas y espejos eléctricos. • Cierre centralizado. • Pistillos Eléctricos. • Aire...Ver más",2013,106000.0,Mecánica,Diesel,2000.0,Impar,Pick Up,Volkswagen,AMAROK,4,4x4,Blanco,4,https://neoauto.com/auto/usado/volkswagen-amarok-2013-1693538
Mitsubishi Asx 2019,19000.0,"Mitsubishi ASX 2019 en excelente estado, poco tiempo de uso, unico dueño, kilometraje bajo.",2019,18000.0,Automática,Gasolina,2300.0,Impar,Camionetas Suv,Mitsubishi,ASX,4,4x2,Gris Metálico,4,https://neoauto.com/auto/usado/mitsubishi-asx-2019-1693472
Changan Cs15 2022,13000.0,"Camioneta pequeña motor 1500 ahorrador casi nueva con poco recorrido solo 15 mil, mantenimiento en la casa , con seguro vehicular vigente, solo uso particular, única dueña. Se vende por viaje, se aceptan oferta considerables de preferencia escribir w...Ver más",2022,15000.0,Automática,Gasolina,1500.0,Impar,Camionetas Suv,Changan,CS15,5,4x2,Gris Metálico,4,https://neoauto.com/auto/usado/changan-cs15-2022-1693467
Renault Fluence 2014,10300.0,Vendo por urgencia Renault fluence A solo 10300 dólares ( ligeramente negociable) año De fabricación y modelo 2014 Teléfono:[****],2014,85000.0,Automática - Secuencial,Gasolina,2000.0,Par,Sedan,Renault,FLUENCE,4,4x2,Plata,4,https://neoauto.com/auto/usado/renault-fluence-2014-1693453
Ford Escape 2018,27800.0,"Único dueño , excelente estado , versión tope de gama , mantenimientos en concesionario , seguridad y lujo garantizado.",2018,37500.0,Automática - Secuencial,Gasolina,2000.0,Impar,Camionetas Suv,Ford,ESCAPE,4,4x4,Negro,4,https://neoauto.com/auto/usado/ford-escape-2018-1693464
Subaru Impreza 2018,16900.0,"Auto en excelente estado, único dueño, poco recorrido de kilometraje.

Adicionales:
Permiso de lunas polarizadas 
Timón de cuero
Seguro de marca
Seguro de espejos
SOAT – vigente a junio 2023
Whatsap: [****]
Revisión técnica vigente / Solo interesados...Ver más",2018,32500.0,Automática,Gasolina,1600.0,Par,Sedan,Subaru,IMPREZA,4,AWD,Negro,4,https://neoauto.com/auto/usado/subaru-impreza-2018-1693463
Volkswagen Escarabajo 1974,3000.0,"Auto en execelente estado con revisión técnica reciente, soat vigente, uso familiar.Precio en dólares ",1974,69669.0,Mecánica,Gasolina,1300.0,Impar,Sedan,Volkswagen,ESCARABAJO,2,Posterior,Celeste,4,https://neoauto.com/auto/usado/volkswagen-escarabajo-1974-1693461
Honda Cr-v 2018,27000.0,"Se vende hermosa SUV HONDA CRV 2.4cc año fabricación 2018 en perfecto estado, caja automática, muy espacioso, asientos de cuero, radio AM/FM, BT, USB, AUX, cargador de 12V, aire acondicionado congelado con ductos para la parte posterior, tiene modo E...Ver más",2018,25000.0,Automática,Gasolina,2400.0,Par,Camionetas Suv,Honda,CR-V,5,4x2,Rojo,4,https://neoauto.com/auto/usado/honda-cr-v-2018-1693459
,,,,,,,,,,,,,,,,https://neoauto.com/auto/usado/renault-stepway-2015-1693458
Toyota Agya 2023,10500.0,Vendo mi auto en estado perfecto poco 15 de recorrido casi nuevo ,2023,15000.0,Mecánica,Gasolina,1000.0,Impar,Hatchback,Toyota,AGYA,5,4x2,Gris Metálico,3,https://neoauto.com/auto/usado/toyota-agya-2023-1693457
Hyundai Santa Fe 2015,21500.0,"VENDO MI HYUNDAI SANTA FE AÑO 2015 TRANSMISON MECANICA, 02 LLAVES, PANTALLA TACTIL, 03 FILAS DE ASIENTOS, ASIENTOS DE CUERO, MOTOR 2.4, DUAL, 78000 KM, MANDOS EN EL TIMON, SENSORES DE RETROCESO, AIRE ACONDICIONADO, LUNAS ELECTRICAS Y POLARIZADOS, LUC...Ver más",2015,78000.0,Mecánica,Dual,2400.0,Impar,Camionetas Suv,Hyundai,SANTA FE,5,4x2,Blanco,4,https://neoauto.com/auto/usado/hyundai-santa-fe-2015-1693455
Chevrolet Aveo 2014,6900.0,"Auto en buen estado, automático, full equipo, pestillos electricos, lunas lectricas, 2 airbags,aireacondicionado, ",2014,63500.0,Automática,Gasolina,14.0,Impar,Sedan,Chevrolet,AVEO,4,Delantera,Rojo,4,https://neoauto.com/auto/usado/chevrolet-aveo-2014-1693452
Nissan Urvan 2015,21800.0,"Van en muy buen estado de conservación, actualmente en servicio interprovincial con línea deTarma- Huancayo. Todos los permisos y documentos en regla. [****]",2015,155000.0,Mecánica,Diesel,2500.0,Par,Vans,Nissan,URVAN,5,4x2,Gris Metálico,4,https://neoauto.com/auto/usado/nissan-urvan-2015-1693449
Hyundai Accent Hb 2016,11800.0,"Hermoso y como nuevo Hyundai accent hatchback,pintura original y súper conservada, interior ok ,aros magnesio originales,retrovisor eléctricos ,aire acondicionado ok ,pantalla y sensor de retroceso, laminas de seguridad,pantalla touch ,gasolina 95 ,2...Ver más",2016,28000.0,Automática - Secuencial,Gasolina,1400.0,Par,Hatchback,Hyundai,ACCENT HB,5,4x2,Negro,4,https://neoauto.com/auto/usado/hyundai-accent-hb-2016-1693447
Kia Towner 2020,19500.0,"KIA TOWNER K2500 2.5 CRDI TCI – 4x2 , Vehiculo en buen estado, solo fue de uso personal. Carrocería Telera.",2020,29350.0,Mecánica,Diesel,2500.0,Par,Vans,Kia,TOWNER,2,4x2,Blanco,4,https://neoauto.com/auto/usado/kia-towner-2020-1693445
Hyundai Grand I10 2017,10000.0,Auto sedan automatico secuencial full equipo con todo operativo y buenas condiciones usado solo para uso particular todos los papeles en regla no presenta cargas o registros negativos en SUNARP unico propietario ubicado en SURCO - mejor contacto al w...Ver más,2017,75000.0,Automática - Secuencial,Gasolina,1250.0,Par,Sedan,Hyundai,GRAND i10,4,4x2,Negro,,https://neoauto.com/auto/usado/hyundai-grand-i10-2017-1693443
Toyota Rav4 2019,24500.0,"Auto en excelente estado, full equipo, lunas y pestillos eléctricos, sistema de aire acondicionado aros de aleación asientos ergonómicos y mantenimiento solo en concesionarios toyota autorizados. Toda la documentación en regla y listo para transferen...Ver más",2019,111000.0,Mecánica,Gasolina,2000.0,Par,Camionetas Suv,Toyota,RAV4,5,4x2,Rojo,4,https://neoauto.com/auto/usado/toyota-rav4-2019-1693440
Toyota Yaris 2017,12000.0,"Venta de Toyota Yaris Sedan 2017 a $12,000 precio a tratar. Contacto : [****]",2017,92000.0,Mecánica,Gasolina,1329.0,Impar,Sedan,Toyota,YARIS,4,4x2,Gris Oscuro,4,https://neoauto.com/auto/usado/toyota-yaris-2017-1693438
Volkswagen Amazon 2015,10900.0,"IMPECABLE VOLKSWAGEN JETTA 2015 Transmisión: Mecánico
Año Fabricación: 2014
Año Modelo sedán: 2015
Kilometraje: [****] real
Motor: 2000
Aire acondicionado
Pestillos, espejos, lunas eléctricas
Mantenimiento completo 
Aros de aleación
Laminas Ver más",2015,95000.0,Mecánica,Gasolina,2000.0,Par,Sedan,Volkswagen,AMAZON,5,Delantera,Negro Perlado,4,https://neoauto.com/auto/usado/volkswagen-amazon-2015-1693434
Chrysler Caravan 2006,6500.0,"Crysler Town country 2006 3 filas 7 pasajeros Versión confort Uso multipropósito Motor 3000 Kilometraje 85,000 Dual glp 5ta generación Lunas eléctricas Aire acondicionado Radio Bluetooth Transferencia notarial",2006,85000.0,Automática,Dual,3000.0,Impar,Vans,Chrysler,CARAVAN,5,4x2,Celeste,8,https://neoauto.com/auto/usado/chrysler-caravan-2006-1693433
Keyton Fj6450 2015,5500.0,"Vendo minivan de carga, marca KEYTON, en buen estado, un solo dueño, precio a tratar. Solo interesados llamar al [****].",2015,110000.0,Mecánica,Dual,,Par,Camionetas Suv,Keyton,FJ6450,5,,Plateado,,https://neoauto.com/auto/usado/keyton-fj6450-2015-1693430
Suzuki Celerio 2010,7300.0,"Suzuki Celerio 2010 full equipo
Motor : 1000cc
Combustible: Dual GNV (instalado en noviembre 2022)
-Kilometraje 118,000
-Soat al día 
-Revisión técnica al día 
-Certificado de gas vigente 
-Trasmisión mecánica
-Lunas eléctricas 
-Aire acondi...Ver más",2010,118000.0,Mecánica,Dual,1000.0,Par,Hatchback,Suzuki,CELERIO,5,Delantera,Azul,3,https://neoauto.com/auto/usado/suzuki-celerio-2010-1693427
Renault Fluence 2014,11500.0,"Auto en perfectas condiciones. Elegante, asientos de cuero, neblineros, sunroof, full equipo. Poco Kilometraje. ",2014,62600.0,Automática,Gasolina,2000.0,Impar,Sedan,Renault,FLUENCE,5,4x2,Gris Oscuro,4,https://neoauto.com/auto/usado/renault-fluence-2014-1693425
Toyota Yaris Hb 2021,16500.0,"Auto en excelente estado, único dueño, poco kilometraje, servicios en concesionario, se vende por viaje.",2021,28000.0,Automática - Secuencial,Gasolina,1300.0,Par,Hatchback,Toyota,YARIS HB,5,4x2,Plata,4,https://neoauto.com/auto/usado/toyota-yaris-hb-2021-1693424
Mazda Cx-5 2019,26000.0,"Camioneta en excelente estado, único dueño, pestillos eléctricos, cámara de retroceso, full equipo! Asientos de cuero , aire acondicionado, sensores de proximidad, apple car play, etc",2019,50000.0,Automática - Secuencial,Gasolina,2000.0,Par,Camionetas Suv,Mazda,CX-5,4,4x2,Gris Oscuro,4,https://neoauto.com/auto/usado/mazda-cx-5-2019-1693423
Toyota Rav4 2020,32500.0,"Único dueño. Color blanco perla, asientos de cuero, espejos retrovisores electrónicos, sensores de proximidad, cámara de retroceso. Mandos en el volante, pantalla TOUCH, Apple CarPlay, Android, entrada USB. Incluye llanta de repuesto nueva, herramien...Ver más",2020,12300.0,Automática - Secuencial,Gasolina,2000.0,Impar,Camionetas Suv,Toyota,RAV4,5,4x2,Blanco nieve,4,https://neoauto.com/auto/usado/toyota-rav4-2020-1693422
