title,price,description,Año de fabricación,Kilometraje,Transmisión,Combustible,Cilindrada,Placa,Categoría,Marca,Modelo,Número de puertas,Tracción,Color,Número cilindros,link
Mazda 3 2014,12000.0,"Mazda 3 - Sedan en perfecto estado. Único dueño, uso netamente particular. Aire acondicionado en perfecto uso. Automático secuencial, cámara de retroceso, lunas y espejos eléctricos, motor 1.6 cc. Gasolinero. 96,000 km. Precio negociable. Mantenimien...Ver más",2014,96000.0,Automática - Secuencial,Gasolina,1600.0,Par,Sedan,Mazda,3,5,4x2,Negro,4,https://neoauto.com/auto/usado/mazda-3-2014-1693779
Subaru Impreza Wrx 2018,25500.0,"Llantas nuevas , polarizado , cámara de retroceso , Vehiculo en la ciudad de Trujillo ",2018,45000.0,Mecánica,Gasolina,2000.0,Par,Sedan,Subaru,IMPREZA WRX,4,AWD,Azul acero,4,https://neoauto.com/auto/usado/subaru-impreza-wrx-2018-1693778
Hyundai Tucson 2020,22000.0,"PRECIO US$22,000",2020,48500.0,Mecánica,Dual,2000.0,Impar,Camionetas Suv,Hyundai,TUCSON,5,4x2,Negro,4,https://neoauto.com/auto/usado/hyundai-tucson-2020-1693775
Jeep Grand Cherokee 2001,7500.0,Camioneta en buen estado es la version Full tablero de madera pistillos electricos retrovisores electricos asientos electricos revision y soat al Dia lo vendo por motivo de salud ,2001,280000.0,Automática,Dual,4000.0,Par,Camionetas Suv,Jeep,GRAND CHEROKEE,4,4x4,Gris Oscuro,6,https://neoauto.com/auto/usado/jeep-grand-cherokee-2001-1693773
Cadillac Cts 2004,12000.0,"Auto en excelente estado, lunas y seguros eléctricos, poco recorrido, motor alta gama desarrolla 270 kmt de velocidad, único en el Perú utilizado por el presidente Obama por su seguridad, velocidad y versatilidad, cuenta con sonido alta fidelidad, ti...Ver más",2004,4565.0,Automática - Secuencial,Gasolina,,Par,Deportivo,Cadillac,CTS,4,4 Matic,Azul,8,https://neoauto.com/auto/usado/cadillac-cts-2004-1693772
Nissan Kicks 2019,19000.0,"OCASION: Excelente estado, Uso particular, Nissan Kicks, Versión ADVANCED CVT, Motor 1600 cc., Color plata, Año de fabricación 2019, Transmisión AUTOMATICA, km 36,000, Mandos en el timón, Cámara y sensor de retroceso, Lunas eléctricas, Sistema de aud...Ver más",2019,36000.0,Automática,Gasolina,1600.0,Impar,Camionetas Suv,Nissan,KICKS,5,4x2,Plata,4,https://neoauto.com/auto/usado/nissan-kicks-2019-1693771
Audi Q3 Sportback 2023,58500.0,"Camioneta en buen estado versión más top de la gama Sline suspensión deportiva timón deportivo, asientos , puertas y panel en alcantara con cuero, luces de ambiente varios colores, luces dinámicas full led delanteras traseras , asistencia a la conduc...Ver más",2023,8100.0,Automática - Secuencial,Gasolina,2000.0,Par,Camionetas Suv,Audi,Q3 SPORTBACK,5,4x4,Azul,4,https://neoauto.com/auto/usado/audi-q3-sportback-2023-1693769
Kia Cerato 2011,10000.0,"Auto en execelente condiciones único dueño, uso particular, sin choques,",2011,130000.0,Mecánica,Dual,1600.0,Impar,Sedan,Kia,CERATO,5,Delantera,Plata,6,https://neoauto.com/auto/usado/kia-cerato-2011-1693768
Chevrolet Cruze 2013,8500.0,"Auto en excelente estado, único dueño, mantenimiento al día. ",2013,175000.0,Mecánica,Gasolina,1800.0,Impar,Sedan,Chevrolet,CRUZE,5,4x2,Marrón Perlado,4,https://neoauto.com/auto/usado/chevrolet-cruze-2013-1693767
Chevrolet Corsa 1997,3200.0,"Auto precioso en excelente estado, motor con GNV SUPERECONOMICO, nunca trabajado, pintura poliuretano, llantas buen estado Documentación Rev. Técnica, SOAT, Certificación del gas hasta julio del 2023,listo para la transferencia notarial. Lo vendo URG...Ver más",1997,150000.0,Mecánica,Gas GNV,13006.0,Impar,Hatchback,Chevrolet,CORSA,5,Delantera,Negro,4,https://neoauto.com/auto/usado/chevrolet-corsa-1997-1693766
Hyundai Santa Fe 2012,12500.0,"Vehículo en excelente estado ,único dueño, full equipo, lunas y pestillas eléctricas, se vende por viaje .",2012,100.0,Mecánica,Dual,2400.0,Par,Camionetas Suv,Hyundai,SANTA FE,5,4x2,Negro,4,https://neoauto.com/auto/usado/hyundai-santa-fe-2012-1693751
Jetour X70 2023,19500.0,"Camioneta 3 Filas de Asientos, full Equipo Techo Panorámico, Cámara 360, Aros de Aleación 20"", Alarma, Grabación de manejo, Motor 1500 Turbo, Asientos Cuero Automotriz, Aire acondicionado, Calefacción de Asientos. Perfecto Estado( La mas equipada de Ver más",2023,2500.0,Automática - Secuencial,Gasolina,1500.0,Impar,Camionetas Suv,Jetour,X70,5,Delantera,Blanco,4,https://neoauto.com/auto/usado/jetour-x70-2023-1693748
,,,,,,,,,,,,,,,,https://neoauto.com/auto/usado/hyundai-elantra-2016-1693746
Hyundai Elantra 2022,21500.0,"MOTOR Y MECANICA
Motor 1,600cc
Transmisión automática 6 velocidades 
Dirección electrónica asistida

EQUIPAMIENTO INTERIOR
Timón ajustable en altura y profundidad
Asiento de Piloto Ajustable en Altura
Asientos Posteriores Reclinables 60:40
A...Ver más",2022,15000.0,Automática - Secuencial,Gasolina,1600.0,Par,Sedan,Hyundai,ELANTRA,5,Delantera,Plomo Azulado,,https://neoauto.com/auto/usado/hyundai-elantra-2022-1693745
Jeep Compass 2020,30500.0,"Vendo por renovación jeep compass limited año 2019 modelo 2020, color blanco con techo negro, full equipo (la más alta, donde incluye otros aros). posee seguro activo hasta diciembre 2023",2020,29300.0,Automática - Secuencial,Gasolina,2400.0,Impar,Camionetas Suv,Jeep,COMPASS,5,4x4,Blanco,4,https://neoauto.com/auto/usado/jeep-compass-2020-1693742
Mini Cooper S 2016,21000.0,"Mini Cooper Modelo S Twi turbo año 2016, con 52000 de kilómetraje. Excelente estado de interior y exterior, cambios aceite y filtros recién efectuados, pastillas freno nuevas, batería nueva. Sin choques, pintura en muy buen estado. Documentos en regl...Ver más",2016,52000.0,Automática - Secuencial,Diesel,2000.0,Impar,Deportivo,Mini,COOPER S,3,AWD,Gris Oscuro,,https://neoauto.com/auto/usado/mini-cooper-s-2016-1693737
Hyundai Santa Fe 2011,13900.0,"OCASION, vendo Hyundai Santa Fe, excelente ocasión, con 82,000kms, único dueño, excelente estado, full equipo, automática, aire acondicionado, laminas de seguridad en las ventanas, sistema ABS, radio-cd, disco duro para música, todos los mantenimient...Ver más",2011,82000.0,Automática,Dual,2000.0,Impar,Camionetas Suv,Hyundai,SANTA FE,4,4x2,Gris Metálico,4,https://neoauto.com/auto/usado/hyundai-santa-fe-2011-1693736
Hyundai Santa Fe 2015,20000.0,"HYUNDAI SANTA FE 2015 FULL, AÑO [****]00km DE RECORRIDO - VENTA INMEDIATA - COLOR AZUL OSCURO AUTOMÁTICO - USO EN GASOLINA, MODELO Y FABRICACIÓN 2015 - 3 FILAS DE ASIENTOS - AMPLIA MALETERA, ASIENTOS DE CUERO ORIGINAL - FULL EQUIPO, PANTALLA ANDROID Ver más",2015,75000.0,Automática - Secuencial,Gasolina,,Par,Camionetas Suv,Hyundai,SANTA FE,4,,Azul,,https://neoauto.com/auto/usado/hyundai-santa-fe-2015-1693735
Otros Otros 2016,49000.0,"Kamaz 4x4 TODO PARA TERRENO
Modelo 4326
Motor 240hp Diesel 
8 cilindros culatas independientes
Caja de cambio 5 + 5 alta y baja 
20 asientos
Aire acondicionado + Calefacción 
Doble Diferencial
Todo terreno 4x4
Vehiculo de Tracción Total
Blo...Ver más",2016,52000.0,Mecánica,Diesel,,Par,Vans,Otros,OTROS,4,4x4,Gris Metálico,8,https://neoauto.com/auto/usado/otros-otros-2016-1693734
Isuzu Gemini 2011,50000.0,"camion furgon frigorifico, 15tn, optimas condiciones, doble eje, fono [****]",2011,20000.0,Mecánica,Diesel,6.0,Par,Hatchback,Isuzu,GEMINI,2,6x4,Blanco,6,https://neoauto.com/auto/usado/isuzu-gemini-2011-1693729
Suzuki Swift 2013,8900.0,"SUZUKI AUTOMÁTICO, AIRE ACONDICIONADO, GASOLINA, TODO ORIGINAL DE TIENDA.",2013,76960.0,Automática,Gasolina,,Par,Sedan,Suzuki,SWIFT,,,Rojo,,https://neoauto.com/auto/usado/suzuki-swift-2013-1693727
Kia Rio 2014,11000.0,Año Fab. 2013 / Año Mod. 2014 - [****] km - Cilindrada 1.400 - 4 cilindros - Trasmisíon automática secuencial - Combustible Gasolina - Color Blanco claro - Radio Bluetooth - Carrocería Hatchback - Sunroof eléctrico - Espejos y lunas eléctricas - Sist...Ver más,2014,98000.0,Automática - Secuencial,Gasolina,1400.0,Impar,Hatchback,Kia,RIO,5,4x2,Blanco claro,4,https://neoauto.com/auto/usado/kia-rio-2014-1693723
Suzuki Sx-4 2009,7800.0,"Auto en excelente estado, full equipo libre de papeletas, listo para transferencia notarial.",2009,181000.0,Mecánica,Gasolina,1600.0,Par,Sedan,Suzuki,SX-4,4,Delantera,Guinda Perlado,,https://neoauto.com/auto/usado/suzuki-sx-4-2009-1693719
Jeep Cherokee Longitude 2017,26500.0,"Auto en excelente estado, único dueño, full equipo, lunas y pestillos eléctricos, 46 mil de Kilometraje. Todos los mantenimientos en el concesionario de la marca. Se vende por viaje.",2017,46000.0,Automática,Gasolina,2360.0,Par,Camionetas Suv,Jeep,Cherokee Longitude,5,4x2,Plata,,https://neoauto.com/auto/usado/jeep-cherokee-longitude-2017-1693717
Hyundai I20 2022,14300.0,"Unico dueño, uso particular, se vende por renovacion. 55 mil soles lo estoy vendiendo",2022,26500.0,Automática,Gasolina,1400.0,Par,Hatchback,Hyundai,I20,5,Delantera,Gris Oscuro,4,https://neoauto.com/auto/usado/hyundai-i20-2022-1693715
Mazda 3 Sedán 2019,53000.0,,2019,59800.0,Mecánica,Gasolina,1600.0,Impar,Sedan,Mazda,3 SEDÁN,5,4x2,Azul acero,,https://neoauto.com/auto/usado/mazda-3-sedan-2019-1693712
Dfsk Glory 500 2022,15500.0,"Camioneta en excelente estado , único dueño , full equipo , lunas y pestillos electricos , poco recorrido kilometraje , tiene solo 6 meses de uso. ",2022,10600.0,Mecánica,Gasolina,1500.0,Par,Camionetas Suv,Dfsk,GLORY 500,4,Delantera,Azul,4,https://neoauto.com/auto/usado/dfsk-glory-500-2022-1693706
Nissan X-trail Extreme 2016,20500.0,Nissan xtrail buen estado conservado modelo exclusive full tres rilas de asientos sun roof panorámico cámara de retroceso aire acondicionado adelante y atrás asientos de cuero automática secuencial ,2016,55000.0,Automática - Secuencial,Gasolina,,Par,Camionetas Suv,Nissan,X-TRAIL EXTREME,5,4x4,,4,https://neoauto.com/auto/usado/nissan-x-trail-extreme-2016-1693702
Mazda Cx-7 2012,13200.0,"Auto en perfecto estado. Espejos y lunas eléctricas, sensor de retroceso, maletara super amplia, se puede ver con su mecánico y pasar escaner sin ningún problema ",2012,73000.0,Automática - Secuencial,Gasolina,2700.0,Impar,Camionetas Suv,Mazda,CX-7,4,4x2,Rojo,4,https://neoauto.com/auto/usado/mazda-cx-7-2012-1693700
Toyota Hilux Sr 2018,32000.0,Toyota hilux 4x4 turbo diésel año 2018 excelente estado aire acondicionado lunas eléctricas aros de aluminio pantalla táctil de retroceso pantalla estribos y neblineros está full mecánica ,2018,72000.0,Mecánica,Diesel,,Par,Pick Up,Toyota,HILUX SR,4,4x4,Gris Oscuro,4,https://neoauto.com/auto/usado/toyota-hilux-sr-2018-1693698
Chery Tiggo 2 Pro 2022,12850.0,"Vehiculo en excelente estado,full equipo,lunas y pestillos electricos,poco recorrido referente al kilómetraje, todos los mantenimientos realizados en el taller autorizado por la marca, se vende por motivos de cambio de segmento.
",2022,11400.0,Mecánica,Gasolina,1500.0,Impar,Camionetas Suv,Chery,TIGGO 2 PRO,4,4x2,Negro,4,https://neoauto.com/auto/usado/chery-tiggo-2-pro-2022-1693693
Hummer H3 2006,27500.0,"Hummer h3 impecable caja mecánica , con llantas aro 20 nuevas todo se encuentra en perfecto estado listo para transferir ",2006,52000.0,Mecánica,Gasolina,3500.0,Par,Camionetas Suv,Hummer,H3,5,4x4,Amarillo,5,https://neoauto.com/auto/usado/hummer-h3-2006-1693680
Toyota Yaris 2019,13700.0,"Vendo Toyota Yaris Sedán - Único Dueño - Modelo 2019 - Mecánico - SEMINUEVO - Impecable -Versión GLI 1.3 Muy Económico 42,000 mil Km Reales, Sólo Gasolina - Equipado con Air Bag Piloto y Copiloto - Alarma - Frenos ABS - Aire Acondicionado Congelando Ver más",2019,42000.0,Mecánica,Gasolina,1300.0,Par,Sedan,Toyota,YARIS,4,Delantera,Negro,4,https://neoauto.com/auto/usado/toyota-yaris-2019-1693675
Mercedes Benz A200 2015,19000.0,"Ocasión por viaje: Único dueño, lunas polarizadas, kit AMG, mantenimiento al día.",2015,69239.0,Automática - Secuencial,Gasolina,1595.0,Par,Hatchback,Mercedes Benz,A200,4,4x2,Negro,4,https://neoauto.com/auto/usado/mercedes-benz-a200-2015-1693673
Suzuki S-cross 2019,15500.0,"Auto en excelente estado , Motor [****]00 kilómetros de recorrido, uso particular, documentos en regla,lunas polarizadas , excelente aire acondicionado , cámara de retroceso,gasolinera. ",2019,23000.0,Mecánica,Gasolina,1600.0,Par,Camionetas Suv,Suzuki,S-CROSS,5,4x2,Azul,4,https://neoauto.com/auto/usado/suzuki-s-cross-2019-1693662
Volkswagen Amarok 2020,32990.0,"Amarok en excelente estado, año modelo 2020, información al [****]",2020,57000.0,Automática,Diesel,30.0,Par,Pick Up,Volkswagen,AMAROK,4,4x4,Gris platino,,https://neoauto.com/auto/usado/volkswagen-amarok-2020-1693657
Baic M60 2020,11500.0,Camioneta suv en perfecto condiciones. Único dueño...full Equipo lunas y pestillos eléctricos....piso y techo tapizados...aros de aleación...super amplia ...carro familiar cuenta con parrilla....espejos electricos ..espejo retrovisor con cámara....pa...Ver más,2020,161330.0,Mecánica,Gasolina,1500.0,Par,Camionetas Suv,Baic,M60,5,4x2,Blanco,,https://neoauto.com/auto/usado/baic-m60-2020-1693656
,,,,,,,,,,,,,,,,https://neoauto.com/auto/usado/suzuki-sx-4-2015-1693708
Mg 5 2014,7450.0,"Uso personal, motor de 1.5 económico, automático, espacio interno muy amplio, bloqueo automático de puertas. Cuenta con neblineros delanteros y posteriores, aros de 16”. Aire acondicionado, lunas y pestillos eléctricos, sunroof, cámara y sensor acúst...Ver más",2014,68500.0,Mecánica,Gas GLP,1498.0,Par,Hatchback,Mg,5,5,4x2,Gris Oscuro,4,https://neoauto.com/auto/usado/mg-5-2014-1693655
Citroen C-3 2012,7100.0,"Citroen C3 con kilometraje original, funcionando al 100%. Cambio de repuestos a la medida dd su kilometraje hechos. Económico, rápido y funcional. Mecánico 5V, papeles en regla. Ubicado en Surco. Precio negociar. ",2012,111000.0,Mecánica,Gasolina,1400.0,Par,Hatchback,Citroen,C-3,5,Delantera,Blanco,4,https://neoauto.com/auto/usado/citroen-c-3-2012-1693653
Mitsubishi Outlander 2017,20000.0,"Vendo mi camioneta Mitsubishi Outlander 2016 modelo 2017. 4WD7 asientos (3 filas), motor 2.4 GLS CVT (4 cilindros). Transmisión Automática, caja secuencial con Paddle Shifters (cambios en volante - 6 velocidades)
Sunroof
82 mil kms, recien pintada Ver más",2017,82000.0,Automática - Secuencial,Gasolina,2400.0,Impar,Camionetas Suv,Mitsubishi,OUTLANDER,5,4WD,Gris Oscuro,4,https://neoauto.com/auto/usado/mitsubishi-outlander-2017-1693652
Chevrolet Sail 2013,7200.0,"Auto en excelente estado, motor sellado nunca tocado, mantenimientos recientes del sistema de inyectores, del sistema de gas, llantas al 80% cambio de aceite al día, asientos originales, sin papeletas, soat y revisión técnica vigente, ubicado en la p...Ver más",2013,120000.0,Mecánica,Gas GNV,1399.0,Impar,Sedan,Chevrolet,SAIL,4,4x2,Blanco,4,https://neoauto.com/auto/usado/chevrolet-sail-2013-1693650
Jac Sunray 2016,11500.0,"Minivan de uso particular , muy cuidado . 100% operativo , se tapiz el piso , techo y asientos al día siguiente de la entrega de casa , todos sus mantenimientos registrados , aire acondicionado congelando,todo ok papeles , glp instalado en la misma c...Ver más",2016,67000.0,Mecánica,Gasolina,2400.0,Par,Vans,Jac,SUNRAY,4,4x2,Negro,4,https://neoauto.com/auto/usado/jac-sunray-2016-1693646
Citroen C4 Cactus 2018,13850.0,"Camiometa de uso solo laboral , Muy económico. Cuenta con 6 bolsas de aire ,es automático secuencial , modo de manejo eco,normal y sport , Aiere acondicionado congelando, sistema multimedia, camara de retroceso, cuenta sus 2 llaves , y sus manuales d...Ver más",2018,50700.0,Automática - Secuencial,Gasolina,1200.0,Impar,Hatchback,Citroen,C4 Cactus,4,4x2,Gris Metálico,3,https://neoauto.com/auto/usado/citroen-c4-cactus-2018-1693645
Mercedes Benz Glb 200 2021,58000.0,"Mercedes Benz GLB200 PROGRESSIVE 2021 con 15 mil KM, automatico, GASOLINERO, 4 CILINDROS. Servicios al día en concesionario de la marca. Manuales, herramientas todo al día y completo como salido tienda. NEGOCIABLE. NO REVENDEDORES. NEGOCIACION SERIA",2021,15000.0,Automática,Gasolina,,Impar,Camionetas Suv,Mercedes Benz,GLB 200,5,4x2,Rojo,4,https://neoauto.com/auto/usado/mercedes-benz-glb-200-2021-1693643
Jaguar F-pace 2019,48900.0,"VENDO CAMIONETA JAGUAR F-PACE 25T PRESTIGE, TOPE DE GAMA AÑO MODELO 2019 � Estado impecable, casi nueva� 39500 kilometros de recorrido � Todos los mantenimientos realizados en concesionario y gratuitos hasta los 50000 km �Impuestos pagados � Cuero na...Ver más",2019,39500.0,Automática - Secuencial,Gasolina,2500.0,Impar,Camionetas Suv,Jaguar,F-PACE,5,4WD,Negro,,https://neoauto.com/auto/usado/jaguar-f-pace-2019-1693641
Nissan Versa 2017,9400.0,"Nissan Versa Drive 2017 en excelente estado con 68 mil de kilometraje, mecánica . Combustible: Dual - GLP - Gasolina, 4 cilindros, 5 puertas, Tracción 4x2. Ubicado en Surquillo. NEGOCIABLE Y LISTO PARA NOTARÍA",2017,68000.0,Mecánica,Gasolina,1600.0,Par,Sedan,Nissan,VERSA,5,4x2,,4,https://neoauto.com/auto/usado/nissan-versa-2017-1693640
Suzuki Grand Vitara 2012,9500.0,"VENDO CAMIONETA SUZUKI GRAND VITTARA 1.6CC 4x4 EN PERFECTO ESTADO, DOCUMENTOS AL DIA, TRATO DIRECTO PRECIOS S/.37200",2012,174000.0,Mecánica,Gasolina,1600.0,Impar,Camionetas Suv,Suzuki,GRAND VITARA,2,4x4,Gris Oscuro,4,https://neoauto.com/auto/usado/suzuki-grand-vitara-2012-1693636
Suzuki Grand Nomade 2009,9500.0,"Auto en excelente estado, cámara trasera, pantalla principal y respaldares, 100 mil km ubicado en Miraflores.",2009,100000.0,Mecánica,Gasolina,2000.0,Par,Camionetas Suv,Suzuki,GRAND NOMADE,5,4x2,Plata,4,https://neoauto.com/auto/usado/suzuki-grand-nomade-2009-1693635
Ram 700 2019,14500.0,"La camioneta se encuentra en perfecto estado, está lista para transferir, es uso únicamente personal. ",2019,440000.0,Mecánica,Gasolina,4.0,Impar,Pick Up,Ram,700,4,4x2,Verde Perlado,4,https://neoauto.com/auto/usado/ram-700-2019-1693634
Mazda Cx-9 2016,19000.0,Camioneta como nueva la pueden ver en el Rimac también puedo aceptar camioneta de mi agrado y puedo aumentar dinero más mi camioneta tiene mantenimiento al día todo al día sistema de audio Bose bueno si desean verla me escriben y la camioneta esta en...Ver más,2016,44000.0,Automática - Secuencial,Gasolina,3700.0,Impar,Camionetas Suv,Mazda,CX-9,5,4x4,Blanco,6,https://neoauto.com/auto/usado/mazda-cx-9-2016-1693633
Changan Cs35 2022,13900.0,"CAMIONETA CHANGAN CS35 PLUS COLOR GRIS 
✅Motor 1.4 turbo Automática
✅Sistema de encendido Start/Stop
✅Cámara y sensores de retroceso
✅Equipo multimedia 10”
✅Sunroof eléctrico
✅Asientos de eco cuero
✅Mandos en el timón
✅Aro 17
✅Aire acondicio...Ver más",2022,22500.0,Automática - Secuencial,Gasolina,1400.0,Impar,Camionetas Suv,Changan,CS35,5,4x2,Gris Metálico,4,https://neoauto.com/auto/usado/changan-cs35-2022-1693632
Toyota Corolla 2016,13500.0,"Funcionando perfectamente. Transmisión mecánica. Tiene aire acondicionado, lunas y espejos eléctricos, cámara de retroceso, neblineros . Se puede ver en Surco.",2016,86600.0,Mecánica,Gasolina,1800.0,Par,Sedan,Toyota,COROLLA,5,,Negro,4,https://neoauto.com/auto/usado/toyota-corolla-2016-1693630
Mazda 3 2015,12800.0,Mazda 3 sedán 4 puertas dual glp gasolina encendido con botón star STOP mandos al timón Aire acondicionado airbag soat Revisión al día 9 de 10 uso particular radio am fm usb se entrega con 2 juegos de llaves y manual,2015,54000.0,Mecánica,Gas GLP,1600.0,Par,Sedan,Mazda,3,4,4x2,Gris Oscuro,4,https://neoauto.com/auto/usado/mazda-3-2015-1693628
Brilliance V3 2020,12900.0,"Auto en excelente estado full equipo. Mantenimiento en la concesionaria. Lunas y espejos eléctricos, Sunroof, GLP 5ta G. Alarma, Airbag, cámara de retroceso, Mando en timón. y de REGALO, mantenimiento gratis en la concesionaria para 15K y 20K. 02 lla...Ver más",2020,11500.0,Mecánica,Dual,1498.0,Impar,Camionetas Suv,Brilliance,V3,5,4x2,Plata,4,https://neoauto.com/auto/usado/brilliance-v3-2020-1693617
Chery Qq 2020,7500.0,Marca : Chery // Modelo : QQ // Nacional // Año de Fabricación : 2020 // Combustible : Dual GLP // Motor : 1000 cc. // Aire Acondicionado Congelando // Kilometraje : [****] // Tracción : 4x2 / / Transmisión : Mecánica // Llantas Nuevas // Mantenimien...Ver más,2020,42000.0,Mecánica,Gas GLP,1000.0,Impar,Hatchback,Chery,QQ,5,4x2,Marrón,3,https://neoauto.com/auto/usado/chery-qq-2020-1693625
Hyundai Verna 2022,11000.0,"Hyundai Verna Sedan 2022 , se vende por motivos familiares. La unidad cuenta con las siguientes características: // Ventanas eléctricas // Radio táctil de 7"" // Conexión Bluetooth // Neumático de repuesto // alarma de seguridad // airbag delantero //...Ver más",2022,49000.0,Mecánica,Híbrido,1368.0,Impar,Sedan,Hyundai,VERNA,4,AWD,Negro,4,https://neoauto.com/auto/usado/hyundai-verna-2022-1693621
Renault Stepway 2020,13400.0,"Auto en excelente estado, equipo semi full, lunas y pestillos electricos, poco recorrido en kilometraje y todos los mantenimeintos en el concesionario de la marca",2020,16010.0,Mecánica,Gasolina,1600.0,Impar,Camionetas Suv,Renault,STEPWAY,5,4x2,Negro Perlado,4,https://neoauto.com/auto/usado/renault-stepway-2020-1693615
Toyota Hilux 2014,23000.0,"Vehículo en excelente estado
Uso particular
Pintura original ",2014,118000.0,Mecánica,Diesel,2400.0,Par,Pick Up,Toyota,HILUX,4,4x4,Beige,,https://neoauto.com/auto/usado/toyota-hilux-2014-1693609
Ford Mustang 1981,5400.0,"• Ford Mustang
• Año 1981
• Motor 2.3 Gasolina (Buen Estado)
• Trasmisión mecánica.
• Dirección hidráulica.
• Suspensión, Ok.
• Radiador, bomba de agua, brida, termostato, mangueras, Ok.
• Auto color gris oscuro, interior vino, todos sus emble...Ver más",1981,,Mecánica,Gasolina,2300.0,Impar,Hatchback,Ford,MUSTANG,3,Posterior,Gris Oscuro,4,https://neoauto.com/auto/usado/ford-mustang-1981-1693600
Jeep Renegade 2018,16000.0,"Auto en buen estado, único dueño, full equipo, asientos de cuero, se vende por renovación de modelo",2018,,Automática - Secuencial,Gasolina,,Par,Camionetas Suv,Jeep,RENEGADE,,,Negro,,https://neoauto.com/auto/usado/jeep-renegade-2018-1693593
Jac S2 2022,12500.0,Auto en excelente estado pestillos electricos asientos de cuero pantalla tactil y camara de retroceso,2022,32000.0,Mecánica,Gasolina,1500.0,Par,Camionetas Suv,Jac,S2,4,Delantera,Rojo Oscuro,4,https://neoauto.com/auto/usado/jac-s2-2022-1693588
Chery Tiggo 5 2016,9500.0,"Camioneta en buen estado, correcto funcionamiento, todo nuevo, uso particular, poco kilometraje, cuenta con SOAT, revisión técnica y mantenimientos vigentes. Precio de ocasión por choque en puerta de la maletera que requiere planchado, cámaras de ret...Ver más",2016,34000.0,Mecánica,Gasolina,2000.0,Par,Camionetas Suv,Chery,TIGGO 5,5,4x2,Gris Oscuro,4,https://neoauto.com/auto/usado/chery-tiggo-5-2016-1693585
Honda Civic 2017,19900.0,"Honda Civic Año y Modelo 2017

*Motor 1.5 Turbo 
*Caja Automática CVT
*Sunroof
*Climatizador Automático / Aire Acondicionado 
*Cámara en el espejo (Punto ciego)
*Cámara de retroceso
*Botón Encendido
*Pantalla Táctil 7""
*Buen sistema de Audi...Ver más",2017,38000.0,Automática,Gasolina,1500.0,Par,Sedan,Honda,CIVIC,5,Delantera,Blanco,4,https://neoauto.com/auto/usado/honda-civic-2017-1693584
Nissan Sentra 2017,14200.0,"Auto en excelente estado, caja autómatica, motor 1.8. Azul acero.",2017,,Automática,Gasolina,1800.0,Par,Sedan,Nissan,SENTRA,4,4x2,Azul,4,https://neoauto.com/auto/usado/nissan-sentra-2018-1693577
Volkswagen Bora 2010,9900.0,"En venta vehículo en excelente estado con todos los mantenimientos al día, versión FULL equipo motor 2.0. Caja automática secuencial, aire acondicionado, pantalla tactil multimedia, llantas semi nuevas, asientos de cuero, sunroof, entre otras bondade...Ver más",2010,114000.0,Automática - Secuencial,Gasolina,2000.0,Par,Sedan,Volkswagen,BORA,4,4x2,Dorado,4,https://neoauto.com/auto/usado/volkswagen-bora-2010-1693576
Renault Duster 2020,17500.0,"AUTO EN PERFECTO ESTADO -COMO NUEVO
LIBRE DE GRAVAMEN, TUVO USO FAMILIAR, CUENTA CON PARRILLA, POCO KILOMETRAJE
",2020,8503.0,Mecánica,Gasolina,1598.0,Impar,Camionetas Suv,Renault,DUSTER,4,,Rojo,4,https://neoauto.com/auto/usado/renault-duster-2020-1693574
Honda Cr-v 2013,13700.0,De Ocasion !!!!!! vendo honda CRV 2013 asientosde cuero automatico. llantas nuevas.,2013,135000.0,Automática,Gas GLP,2400.0,Impar,Camionetas Suv,Honda,CR-V,,4x2,Negro,,https://neoauto.com/auto/usado/honda-cr-v-2013-1693569
Geely Gx3 2020,12000.0,Auto 100% operativo y bien cuidado - pueden revisar con su mecánica de confianza. lo vendo por motivo económico.,2020,3764.0,Mecánica,Gasolina,1500.0,Par,Camionetas Suv,Geely,GX3,5,4x2,Naranja,4,https://neoauto.com/auto/usado/geely-gx3-2020-1693567
Mini 3 Puertas 2012,14000.0,"Auto en excelente estado, cambio de piezas originales, mantenimiento por especialistas en la marca (casa matriz y otros), poco kilometraje 65000, unico dueño.",2012,65000.0,Mecánica,Gasolina,1600.0,Impar,Hatchback,Mini,3 PUERTAS,3,4x2,Rojo,4,https://neoauto.com/auto/usado/mini-3-puertas-2012-1693564
Toyota Fortuner 2019,41900.0,Fortuner 2019 con 44000km Diesel 2.8 litros 4x4 perfecto estado uso particular mecánica lunes y espejos eléctricos pantalla central A/C,2019,44000.0,Mecánica,Diesel,2800.0,Par,Camionetas Suv,Toyota,FORTUNER,4,4x4,Guinda,4,https://neoauto.com/auto/usado/toyota-fortuner-2019-1693561
Hyundai Santa Fe 2021,31000.0,"Vendo por viaje Hyundai Santa Fe Seminuevos, solo con 20,000km de recorrido. Cuenta con portaequipaje y barra Led, Luces Led. Forros de asientos de tacto cuero, polarizado nanocarbon. ",2021,20000.0,Automática - Secuencial,Dual,2400.0,Par,Camionetas Suv,Hyundai,SANTA FE,5,4x2,Plata,,https://neoauto.com/auto/usado/hyundai-santa-fe-2021-1693556
